# ----------------------------------------
# chohama-main
# chohama-Weekly-report-自由形式 1
# 20260627-20260704
# ----------------------------------------

,,セグメント,すべてのユーザー,すべてのユーザー,すべてのユーザー,すべてのユーザー,すべてのユーザー,オーガニック トラフィック,オーガニック トラフィック,オーガニック トラフィック,オーガニック トラフィック,オーガニック トラフィック,モバイル トラフィック,モバイル トラフィック,モバイル トラフィック,モバイル トラフィック,モバイル トラフィック,ウェブのトラフィック,ウェブのトラフィック,ウェブのトラフィック,ウェブのトラフィック,ウェブのトラフィック
ページ タイトル,ランディング ページ + クエリ文字列,新規 / 既存,総ユーザー数,アクティブ ユーザー,表示回数,セッションあたりの平均エンゲージメント時間,直帰率,総ユーザー数,アクティブ ユーザー,表示回数,セッションあたりの平均エンゲージメント時間,直帰率,総ユーザー数,アクティブ ユーザー,表示回数,セッションあたりの平均エンゲージメント時間,直帰率,総ユーザー数,アクティブ ユーザー,表示回数,セッションあたりの平均エンゲージメント時間,直帰率
,,,317,294,654,11.581967213114755,0.7076502732240437,284,263,594,12.845454545454546,0.7121212121212122,199,182,370,5.908296943231441,0.74235807860262,118,112,283,21.220588235294116,0.6397058823529411,総計
浜名湖の釣り禁止エリア・漁業権・マナーまとめ｜知って安心の基礎ルール解説 | 釣！浜名湖,/blog/guide/beginner/hamanako-fishing-rules-and-manners/,new,46,46,51,1.0212765957446808,0.851063829787234,41,41,46,1.1428571428571428,0.8333333333333334,32,32,33,0,0.875,14,14,18,3.2,0.8
浜名湖釣りポイントマップ | 釣！浜名湖,/map/,new,22,22,36,10.76,0.4,22,22,36,10.76,0.4,12,12,15,16.166666666666668,0.5,10,10,21,5.769230769230769,0.3076923076923077
浜名湖のマダコ釣り6月開幕｜初心者でも数釣りが狙える堤防ポイント | 釣！浜名湖,/blog/june-tako-opening/,new,21,20,27,4.076923076923077,0.7692307692307693,19,18,23,4.608695652173913,0.8260869565217391,17,16,23,0,0.7727272727272727,4,4,4,26.5,0.75
7月の浜名湖釣り完全ガイド｜夏休みファミリーサビキとハゼ釣りの黄金期 | 釣！浜名湖,/blog/7-month/,new,12,12,13,0,0.75,12,12,13,0,0.75,8,8,9,0,0.875,3,3,3,0,0.3333333333333333
網干場（舞阪港）～表浜名湖の釣りポイント紹介～ | 釣！浜名湖,/points/amihosiba/,new,12,12,16,0.8571428571428571,0.7857142857142857,10,10,14,1,0.75,9,9,12,0,0.8181818181818182,3,3,4,4,0.6666666666666666
浜名湖アジング＆ライトゲーム～夜の港を遊び尽くす繊細メソッド～ | 釣！浜名湖,/points/ajing-fukabori/,new,10,10,11,0,0.8,10,10,11,0,0.8,8,8,9,0,0.75,2,2,2,0,1
浜名湖でおすすめのウェーディングポイント10選と注意点 | 釣！浜名湖,/points/wading-points/,new,7,7,10,0,0.8,7,7,10,0,0.8,7,7,10,0,0.8,0,0,0,0,0
浜名湖チヌトップ攻略｜7月の爆釣おすすめルアー5選と釣り方のコツ | 釣！浜名湖,/blog/chinutop-july/,new,7,7,10,0,0.75,5,5,7,0,0.8333333333333334,5,5,7,0,0.6666666666666666,3,3,3,0,0.6666666666666666
浜名湖釣りガイド｜ポイント・水深図・ライブカメラ | 釣！浜名湖,/,new,8,8,10,0,0.5555555555555556,4,4,6,0,0.6,5,5,7,0,0.5,3,3,3,0,0.6666666666666666
【浜名湖釣りカレンダー】春夏秋冬のターゲットと水温・潮回り攻略ガイド | 釣！浜名湖,/blog/yearly-fishing-calendar/,new,7,6,8,33.142857142857146,0.5714285714285714,7,6,8,33.142857142857146,0.5714285714285714,5,4,5,9.8,0.8,2,2,3,91.5,0
浜名湖アジング完全攻略！時期・ポイント・おすすめルアーをプロが解説 | 釣！浜名湖,/blog/ajing-guide/,new,6,6,7,0,0.5,6,6,7,0,0.5,0,0,0,0,0,6,6,7,0,0.5
浜名湖釣りガイド | 釣！浜名湖,/,new,7,7,7,0,0.42857142857142855,3,3,3,0,0.3333333333333333,5,5,5,0,0.6,2,2,2,0,0
【タコ実績ポイント】浜名湖・岸壁と根の周り。マダコが集まる地形 | 釣！浜名湖,/blog/tako-points/,new,5,5,6,0,0.6,5,5,6,0,0.6,3,3,3,0,0.6666666666666666,2,2,3,0,0.5
新居弁天海釣公園｜浜名湖No.1の釣りポイント完全ガイド（表浜名湖） | 釣！浜名湖,/points/araibenten-umiduripark/,new,5,5,6,7.8,0.4,5,5,6,7.8,0.4,3,3,3,0,0.6666666666666666,2,2,3,19.5,0
浜名湖レンタルボート5選｜免許不要プランの料金・予約・安全ルールまとめ | 釣！浜名湖,/blog/rental-boat-guide/,new,5,5,5,0,1,5,5,5,0,1,1,1,1,0,1,4,4,4,0,1
雨でも釣れる！梅雨の浜名湖釣り場ガイド｜雷・増水リスクを避けて安全に楽しむ | 釣！浜名湖,/blog/guide/beginner/hamanako-rainy-day-fishing/,new,6,5,7,18.571428571428573,0.8571428571428571,6,5,7,18.571428571428573,0.8571428571428571,6,5,7,18.571428571428573,0.8571428571428571,0,0,0,0,0
【保存版】浜名湖のファミリー＆車横付け釣りポイント厳選6選！安心・安全な釣り場ガイド | 釣！浜名湖,/points/family-car-points/,new,5,5,7,0,0.4,4,4,6,0,0.5,2,2,4,0,0,3,3,3,0,0.6666666666666666
【浜名湖攻略】カヤックフィッシング完全ガイド｜激流を避けて大物を狙う | 釣！浜名湖,/blog/hamanako-kayak-fishing/,established,4,4,4,0,0,4,4,4,0,0,4,4,4,0,0,0,0,0,0,0
中之島（浜名湖大橋）～表浜名湖のウェーディング聖地を紹介～ | 釣！浜名湖,/points/nakanoshima/,new,4,4,7,27.5,0.5,4,4,7,27.5,0.5,3,3,6,36.666666666666664,0.3333333333333333,1,1,1,0,1
【初心者必見】浜名湖のカサゴ・穴釣り＆探り釣り入門ガイド | 釣！浜名湖,/blog/mebaru-kasago-beginner/,new,3,3,3,0,1,3,3,3,0,1,3,3,3,0,1,0,0,0,0,0
【浜名湖エリア別攻略】表・中・奥で異なる塩分濃度とターゲットの法則 | 釣！浜名湖,/blog/guide/theory/area-strategy-theory/,new,3,3,3,0,1,3,3,3,0,1,1,1,1,0,1,2,2,2,0,1
【浜名湖発祥】伝統の弁天流し釣り完全ガイド｜激流を攻略する秘策 | 釣！浜名湖,/blog/benten-nagashi-fishing/,new,3,3,3,0,1,3,3,3,0,1,2,2,2,0,1,1,1,1,0,1
乙女園（うなぎ観音）～表浜名湖の静かな釣り穴場を徹底解説～ | 釣！浜名湖,/map/,new,3,3,3,0,0,3,3,3,0,0,2,2,2,0,0,1,1,1,0,0
内山海岸（うちやまかいがん）｜中浜名湖の広大なシャローを攻める！ウェーディング＆チニングの桃源郷 | 釣！浜名湖,/blog/hamanako-kayak-fishing/,established,3,3,4,2,0,3,3,4,2,0,3,3,4,2,0,0,0,0,0,0
夜の浜名湖を遊び尽くす！伝統漁法「たきや漁」と「えびすき漁」完全ガイド | 釣！浜名湖,/blog/travel/hamanako-traditional-fishing-guide/,new,3,3,3,0,1,3,3,3,0,1,0,0,0,0,0,3,3,3,0,1
浜名湖でサビキ釣りを楽しもう！おすすめのシーズン・釣り方・釣れる魚種とポイント解説 | 釣！浜名湖,/blog/guide/beginner/hamanako-sabiki-best-season/,new,3,3,3,0,1,3,3,3,0,1,1,1,1,0,1,2,2,2,0,1
浜名湖の潮時表マスター：地点別の時限時差と「夏は昼、冬は夜」の理論 | 釣！浜名湖,/blog/tide-table-logic/,new,4,4,4,0,1,1,1,1,0,1,0,0,0,0,0,4,4,4,0,1
